material,formula,type,chi_value_cgs,provenance
Landolt_Para_Comp_3252,LP3252,molar,31.576460406396606,measured
Landolt_Dia_Comp_3558,LD3558,molar,-48.66215157148833,measured
Landolt_Dia_Comp_2433,LD2433,molar,-66.08118017251502,measured
Landolt_Para_Comp_1625,LP1625,molar,340.7890446609376,measured
Landolt_Dia_Comp_1288,LD1288,molar,-50.972152871211875,measured
Landolt_Dia_Comp_1183,LD1183,molar,-78.63451053487705,measured
Landolt_Dia_Comp_2869,LD2869,molar,-65.82822728225266,measured
Landolt_Para_Comp_5424,LP5424,molar,21.038612076786215,measured
Landolt_Dia_Comp_2709,LD2709,molar,-39.17436201758327,measured
Landolt_Dia_Comp_769,LD769,molar,-66.47510050120499,measured
Landolt_Para_Comp_1981,LP1981,molar,119.80800050782902,measured
Landolt_Para_Comp_5001,LP5001,molar,368.9644940443461,measured
Landolt_Dia_Comp_4436,LD4436,molar,-43.561152341529315,measured
Landolt_Para_Comp_5383,LP5383,molar,19.520768941585217,measured
Landolt_Para_Comp_3503,LP3503,molar,170.37337035877857,measured
Landolt_Dia_Comp_454,LD454,molar,-14.467767057516603,measured
Landolt_Para_Comp_1904,LP1904,molar,10.904094950884081,measured
Landolt_Para_Comp_587,LP587,molar,145.50409160769564,measured
Landolt_Para_Comp_3174,LP3174,molar,71.94583783167963,measured
Landolt_Dia_Comp_806,LD806,molar,-17.445154715489515,measured
Landolt_Dia_Comp_3751,LD3751,molar,-68.71652425334045,measured
Landolt_Para_Comp_5126,LP5126,molar,25.291555053954724,measured
Landolt_Para_Comp_2949,LP2949,molar,23.01685064671211,measured
Landolt_Dia_Comp_425,LD425,molar,-56.962260255462446,measured
Landolt_Dia_Comp_4106,LD4106,molar,-33.06713851742158,measured
Landolt_Para_Comp_4749,LP4749,molar,433.88123187007756,measured
Landolt_Para_Comp_2672,LP2672,molar,679.9936868043233,measured
Landolt_Dia_Comp_3159,LD3159,molar,-48.87846404456822,measured
Landolt_Dia_Comp_5107,LD5107,molar,-86.99212324646429,measured
Landolt_Dia_Comp_4679,LD4679,molar,-63.254637453846975,measured
Landolt_Para_Comp_3130,LP3130,molar,52.41993700557127,measured
Landolt_Dia_Comp_3418,LD3418,molar,-37.55936577036433,measured
Landolt_Para_Comp_848,LP848,molar,18.111998083913583,measured
Landolt_Para_Comp_1508,LP1508,molar,14.571321411759364,measured
Landolt_Para_Comp_3001,LP3001,molar,117.79634966153367,measured
Landolt_Dia_Comp_5931,LD5931,molar,-72.98178243636977,measured
Landolt_Para_Comp_4790,LP4790,molar,33.95687642856144,measured
Landolt_Dia_Comp_2072,LD2072,molar,-48.41842215284242,measured
Landolt_Dia_Comp_3825,LD3825,molar,-85.72140990801056,measured
Landolt_Para_Comp_168,LP168,molar,50.74431758938156,measured
Landolt_Para_Comp_3420,LP3420,molar,294.1301467026188,measured
Landolt_Dia_Comp_4315,LD4315,molar,-55.22114766739397,measured
Landolt_Dia_Comp_4499,LD4499,molar,-77.73228838692107,measured
Landolt_Dia_Comp_3132,LD3132,molar,-54.609946202205435,measured
Landolt_Para_Comp_3824,LP3824,molar,119.00877301835892,measured
Landolt_Para_Comp_5023,LP5023,molar,233.5531200652843,measured
Landolt_Dia_Comp_925,LD925,molar,-38.55821176453534,measured
Landolt_Dia_Comp_2130,LD2130,molar,-16.68921688196501,measured
Landolt_Para_Comp_5561,LP5561,molar,193.10648130636304,measured
Landolt_Dia_Comp_2148,LD2148,molar,-73.67312458278573,measured
Landolt_Dia_Comp_4033,LD4033,molar,-44.07717680011636,measured
Landolt_Dia_Comp_12,LD12,molar,-51.42711806502966,measured
Landolt_Dia_Comp_3568,LD3568,molar,-81.55642185534943,measured
Landolt_Dia_Comp_1934,LD1934,molar,-50.48923632692323,measured
Landolt_Para_Comp_3361,LP3361,molar,632.5072339307839,measured
Landolt_Dia_Comp_5861,LD5861,molar,-71.7447487512573,measured
Landolt_Dia_Comp_283,LD283,molar,-40.16235893487373,measured
Landolt_Dia_Comp_337,LD337,molar,-10.221907396474272,measured
Landolt_Para_Comp_5791,LP5791,molar,156.91308248460413,measured
Landolt_Dia_Comp_70,LD70,molar,-71.35798999426228,measured
Landolt_Dia_Comp_5469,LD5469,molar,-54.331639189525546,measured
Landolt_Para_Comp_4409,LP4409,molar,234.09604510346773,measured
Landolt_Para_Comp_72,LP72,molar,201.09869169658162,measured
Landolt_Dia_Comp_2256,LD2256,molar,-21.140993770489686,measured
Landolt_Para_Comp_1617,LP1617,molar,114.48126260816592,measured
Landolt_Para_Comp_834,LP834,molar,192.25164354700124,measured
Landolt_Para_Comp_440,LP440,molar,373.09665333584996,measured
Landolt_Dia_Comp_5125,LD5125,molar,-69.48048458859297,measured
Landolt_Para_Comp_2229,LP2229,molar,230.7202188559179,measured
Landolt_Dia_Comp_5221,LD5221,molar,-48.19902637229624,measured
Landolt_Para_Comp_3768,LP3768,molar,78.23989845160344,measured
Landolt_Dia_Comp_4447,LD4447,molar,-20.743113937288918,measured
Landolt_Para_Comp_1094,LP1094,molar,63.87859048372221,measured
Landolt_Dia_Comp_106,LD106,molar,-53.568344521703025,measured
Landolt_Para_Comp_152,LP152,molar,257.52803703773293,measured
Landolt_Dia_Comp_3628,LD3628,molar,-37.45480056224715,measured
Landolt_Para_Comp_3193,LP3193,molar,107.91242143486149,measured
Landolt_Para_Comp_2196,LP2196,molar,134.32250776059806,measured
Landolt_Para_Comp_5534,LP5534,molar,28.04872862249949,measured
Landolt_Dia_Comp_1729,LD1729,molar,-72.94926905642309,measured
Landolt_Para_Comp_1884,LP1884,molar,47.25986978399296,measured
Landolt_Dia_Comp_4083,LD4083,molar,-71.05886878816852,measured
Landolt_Dia_Comp_438,LD438,molar,-27.63486494885821,measured
Landolt_Dia_Comp_1651,LD1651,molar,-31.389326282586136,measured
Landolt_Dia_Comp_5377,LD5377,molar,-37.347533369969256,measured
Landolt_Dia_Comp_2086,LD2086,molar,-55.5349148572665,measured
Landolt_Para_Comp_2255,LP2255,molar,127.20653527372708,measured
Landolt_Para_Comp_4913,LP4913,molar,21.56503067293646,measured
Landolt_Dia_Comp_332,LD332,molar,-65.53967972339257,measured
Landolt_Dia_Comp_4483,LD4483,molar,-55.7433669766981,measured
Landolt_Para_Comp_873,LP873,molar,336.4513270451966,measured
Landolt_Dia_Comp_4889,LD4889,molar,-45.89045482288415,measured
Landolt_Dia_Comp_4141,LD4141,molar,-104.29801636337729,measured
Landolt_Para_Comp_2027,LP2027,molar,65.3326285199348,measured
Landolt_Dia_Comp_491,LD491,molar,-17.03572505041354,measured
Landolt_Dia_Comp_3696,LD3696,molar,-46.30450027323111,measured
Landolt_Dia_Comp_2585,LD2585,molar,-47.97974631602376,measured
Landolt_Para_Comp_170,LP170,molar,53.48839555371407,measured
Landolt_Para_Comp_4796,LP4796,molar,315.6560641756408,measured
Landolt_Dia_Comp_2566,LD2566,molar,-30.634568075598082,measured
Landolt_Dia_Comp_4924,LD4924,molar,-45.872373031661965,measured
Landolt_Dia_Comp_5992,LD5992,molar,-57.85761639694832,measured
Landolt_Para_Comp_1597,LP1597,molar,218.06181199437037,measured
Landolt_Dia_Comp_4899,LD4899,molar,-15.118003344792285,measured
Landolt_Dia_Comp_2580,LD2580,molar,-60.58581339253078,measured
Landolt_Para_Comp_1242,LP1242,molar,162.35255176704518,measured
Landolt_Para_Comp_116,LP116,molar,34.94585428054148,measured
Landolt_Para_Comp_619,LP619,molar,147.51710970173673,measured
Landolt_Para_Comp_4126,LP4126,molar,364.00867079531236,measured
Landolt_Para_Comp_898,LP898,molar,150.1733397677132,measured
Landolt_Dia_Comp_4880,LD4880,molar,-20.323714804430445,measured
Landolt_Para_Comp_3702,LP3702,molar,182.4188108187582,measured
Landolt_Para_Comp_4158,LP4158,molar,209.8758956070159,measured
Landolt_Dia_Comp_3997,LD3997,molar,-55.02269393022863,measured
Landolt_Dia_Comp_3737,LD3737,molar,-57.46152287476207,measured
Landolt_Dia_Comp_1684,LD1684,molar,-58.538090655942554,measured
Landolt_Para_Comp_3814,LP3814,molar,90.77962352101092,measured
Landolt_Dia_Comp_4399,LD4399,molar,-20.377213773968137,measured
Landolt_Dia_Comp_4631,LD4631,molar,-44.620357178897414,measured
Landolt_Para_Comp_2451,LP2451,molar,276.60255783364636,measured
Landolt_Para_Comp_1575,LP1575,molar,772.7745166568518,measured
Landolt_Dia_Comp_5180,LD5180,molar,-29.7203468372879,measured
Landolt_Dia_Comp_2925,LD2925,molar,-35.77776899952152,measured
Landolt_Para_Comp_771,LP771,molar,45.97517092938915,measured
Landolt_Para_Comp_1342,LP1342,molar,247.15803028483032,measured
Landolt_Para_Comp_4457,LP4457,molar,215.38884719764962,measured
Landolt_Dia_Comp_5786,LD5786,molar,-108.59550559094323,measured
Landolt_Dia_Comp_1470,LD1470,molar,-1.0,measured
Landolt_Para_Comp_3350,LP3350,molar,179.47421158648936,measured
Landolt_Dia_Comp_1547,LD1547,molar,-57.55086980434842,measured
Landolt_Dia_Comp_710,LD710,molar,-57.58609688489852,measured
Landolt_Dia_Comp_1383,LD1383,molar,-46.6142764586953,measured
Landolt_Para_Comp_3865,LP3865,molar,65.3782430206679,measured
Landolt_Dia_Comp_5140,LD5140,molar,-70.77064680544308,measured
Landolt_Para_Comp_1647,LP1647,molar,104.01120339003346,measured
Landolt_Para_Comp_1743,LP1743,molar,192.32480710742658,measured
Landolt_Dia_Comp_5257,LD5257,molar,-64.69801353793001,measured
Landolt_Para_Comp_5728,LP5728,molar,405.56786320481604,measured
Landolt_Dia_Comp_430,LD430,molar,-74.99967980126007,measured
Landolt_Para_Comp_3290,LP3290,molar,219.64206984941495,measured
Landolt_Para_Comp_3924,LP3924,molar,165.16972580257385,measured
Landolt_Para_Comp_1577,LP1577,molar,158.2009864140939,measured
Landolt_Dia_Comp_1109,LD1109,molar,-21.385772811368035,measured
Landolt_Dia_Comp_4051,LD4051,molar,-66.69200798497137,measured
Landolt_Dia_Comp_4517,LD4517,molar,-61.110791397659455,measured
Landolt_Dia_Comp_3252,LD3252,molar,-54.174525061477816,measured
Landolt_Dia_Comp_4812,LD4812,molar,-64.37666464626663,measured
Landolt_Dia_Comp_4390,LD4390,molar,-30.08956773663807,measured
Landolt_Dia_Comp_4529,LD4529,molar,-33.13932016369796,measured
Landolt_Para_Comp_1756,LP1756,molar,169.71625622767513,measured
Landolt_Para_Comp_3815,LP3815,molar,219.6437129070879,measured
Landolt_Para_Comp_933,LP933,molar,239.06066651309538,measured
Landolt_Para_Comp_2290,LP2290,molar,320.4085201714975,measured
Landolt_Dia_Comp_4128,LD4128,molar,-39.67905857013708,measured
Landolt_Para_Comp_674,LP674,molar,677.6071329930784,measured
Landolt_Dia_Comp_5525,LD5525,molar,-80.56769201191538,measured
Landolt_Para_Comp_4657,LP4657,molar,152.56137302698974,measured
Landolt_Dia_Comp_2511,LD2511,molar,-50.42006105010806,measured
Landolt_Dia_Comp_4151,LD4151,molar,-37.0152854123832,measured
Landolt_Dia_Comp_2348,LD2348,molar,-30.9113471937227,measured
Landolt_Para_Comp_5656,LP5656,molar,121.17780270654531,measured
Landolt_Dia_Comp_5608,LD5608,molar,-39.219543354891,measured
Landolt_Dia_Comp_1828,LD1828,molar,-37.009877984025586,measured
Landolt_Para_Comp_1489,LP1489,molar,75.30787020606431,measured
Landolt_Dia_Comp_1069,LD1069,molar,-75.27644830541055,measured
Landolt_Dia_Comp_1254,LD1254,molar,-4.646144419255833,measured
Landolt_Dia_Comp_2524,LD2524,molar,-1.0,measured
Landolt_Para_Comp_1736,LP1736,molar,32.847743375614044,measured
Landolt_Para_Comp_5738,LP5738,molar,206.8006581667894,measured
Landolt_Dia_Comp_2760,LD2760,molar,-65.52189827084644,measured
Landolt_Dia_Comp_427,LD427,molar,-67.77152848662001,measured
Landolt_Dia_Comp_814,LD814,molar,-41.70900246205453,measured
Landolt_Para_Comp_5231,LP5231,molar,89.57045328198497,measured
Landolt_Dia_Comp_5428,LD5428,molar,-1.0,measured
Landolt_Dia_Comp_3619,LD3619,molar,-51.33938043159898,measured
Landolt_Para_Comp_2946,LP2946,molar,170.38551525406373,measured
Landolt_Dia_Comp_5816,LD5816,molar,-43.301285826117834,measured
Landolt_Para_Comp_2631,LP2631,molar,52.45557701946331,measured
Landolt_Para_Comp_2497,LP2497,molar,181.62442126956373,measured
Landolt_Dia_Comp_1560,LD1560,molar,-22.839874513559508,measured
Landolt_Dia_Comp_5256,LD5256,molar,-55.698608014283714,measured
Landolt_Dia_Comp_2549,LD2549,molar,-34.09242354311175,measured
Landolt_Para_Comp_3722,LP3722,molar,418.24718365482596,measured
Landolt_Para_Comp_3353,LP3353,molar,164.8151157908514,measured
Landolt_Para_Comp_1982,LP1982,molar,248.07609625304784,measured
Landolt_Dia_Comp_3867,LD3867,molar,-62.39669124401302,measured
Landolt_Para_Comp_2075,LP2075,molar,37.122939765190864,measured
Landolt_Dia_Comp_971,LD971,molar,-77.06839069132072,measured
Landolt_Dia_Comp_4269,LD4269,molar,-56.47008117083254,measured
Landolt_Dia_Comp_5186,LD5186,molar,-41.673841605513765,measured
Landolt_Dia_Comp_3704,LD3704,molar,-58.19170695830878,measured
Landolt_Para_Comp_2823,LP2823,molar,274.30400508106163,measured
Landolt_Dia_Comp_4974,LD4974,molar,-72.97485778611883,measured
Landolt_Dia_Comp_2297,LD2297,molar,-37.15554323918297,measured
Landolt_Para_Comp_4990,LP4990,molar,580.4244306651684,measured
Landolt_Dia_Comp_4244,LD4244,molar,-56.71677545680965,measured
Landolt_Para_Comp_1701,LP1701,molar,268.77292461820923,measured
Landolt_Para_Comp_4563,LP4563,molar,91.78557042611563,measured
Landolt_Para_Comp_461,LP461,molar,51.357618164369136,measured
Landolt_Para_Comp_699,LP699,molar,214.31217754908542,measured
Landolt_Dia_Comp_3733,LD3733,molar,-22.21165041988689,measured
Landolt_Dia_Comp_2399,LD2399,molar,-54.307997053911066,measured
Landolt_Dia_Comp_3082,LD3082,molar,-42.65764977903349,measured
Landolt_Dia_Comp_2321,LD2321,molar,-45.91764832820685,measured
Landolt_Para_Comp_5232,LP5232,molar,503.4300077874701,measured
Landolt_Dia_Comp_3615,LD3615,molar,-33.63799058088727,measured
Landolt_Dia_Comp_1939,LD1939,molar,-38.42175642727354,measured
Landolt_Para_Comp_4144,LP4144,molar,28.923435398162585,measured
Landolt_Dia_Comp_4754,LD4754,molar,-27.555214103524072,measured
Landolt_Dia_Comp_2006,LD2006,molar,-63.129295550824345,measured
Landolt_Dia_Comp_4672,LD4672,molar,-16.535139752694462,measured
Landolt_Para_Comp_1541,LP1541,molar,70.73334117047202,measured
Landolt_Para_Comp_5249,LP5249,molar,249.15826262313044,measured
Landolt_Dia_Comp_564,LD564,molar,-20.165246877472125,measured
Landolt_Para_Comp_2222,LP2222,molar,105.81229130500456,measured
Landolt_Para_Comp_3715,LP3715,molar,113.52329677421808,measured
Landolt_Para_Comp_5535,LP5535,molar,354.89467232152305,measured
Landolt_Para_Comp_378,LP378,molar,264.6313738506816,measured
Landolt_Para_Comp_3258,LP3258,molar,147.62812964005343,measured
Landolt_Dia_Comp_222,LD222,molar,-21.65808341073003,measured
Landolt_Para_Comp_4242,LP4242,molar,132.5813972145353,measured
Landolt_Para_Comp_1821,LP1821,molar,208.1468062383413,measured
Landolt_Para_Comp_3836,LP3836,molar,672.6709650751824,measured
Landolt_Para_Comp_3026,LP3026,molar,27.480204941553747,measured
Landolt_Para_Comp_246,LP246,molar,23.221262335065045,measured
Landolt_Dia_Comp_4444,LD4444,molar,-89.22070103681955,measured
Landolt_Dia_Comp_4940,LD4940,molar,-60.49440086701851,measured
Landolt_Dia_Comp_4131,LD4131,molar,-65.50821570562832,measured
Landolt_Dia_Comp_345,LD345,molar,-42.76228544986789,measured
Landolt_Para_Comp_2687,LP2687,molar,124.13101538237626,measured
Landolt_Para_Comp_3678,LP3678,molar,155.8419809501795,measured
Landolt_Dia_Comp_1497,LD1497,molar,-42.73378254159209,measured
Landolt_Para_Comp_1507,LP1507,molar,218.6080234233705,measured
Landolt_Dia_Comp_910,LD910,molar,-43.005089978222145,measured
Landolt_Para_Comp_2079,LP2079,molar,54.4178252784914,measured
Landolt_Dia_Comp_702,LD702,molar,-54.85412932426434,measured
Landolt_Para_Comp_1323,LP1323,molar,131.34762101108134,measured
Landolt_Para_Comp_883,LP883,molar,306.0227818708061,measured
Landolt_Para_Comp_4433,LP4433,molar,28.867664174546363,measured
Landolt_Dia_Comp_4713,LD4713,molar,-63.587278553731636,measured
Landolt_Dia_Comp_2843,LD2843,molar,-59.626290592527646,measured
Landolt_Dia_Comp_5983,LD5983,molar,-24.603238848154344,measured
Landolt_Para_Comp_185,LP185,molar,74.72655410139225,measured
Landolt_Para_Comp_16,LP16,molar,334.49587651198357,measured
Landolt_Para_Comp_653,LP653,molar,124.27699104419156,measured
Landolt_Dia_Comp_2471,LD2471,molar,-58.85625102766761,measured
Landolt_Dia_Comp_89,LD89,molar,-25.066726175074763,measured
Landolt_Para_Comp_3032,LP3032,molar,321.585931273387,measured
Landolt_Para_Comp_5077,LP5077,molar,262.6954142796452,measured
Landolt_Dia_Comp_5986,LD5986,molar,-34.2245334230326,measured
Landolt_Para_Comp_2560,LP2560,molar,283.95990677253627,measured
Landolt_Dia_Comp_4553,LD4553,molar,-87.86247021664725,measured
Landolt_Para_Comp_3214,LP3214,molar,14.201516367156483,measured
Landolt_Dia_Comp_716,LD716,molar,-84.73467792684487,measured
Landolt_Dia_Comp_5021,LD5021,molar,-77.24066459387066,measured
Landolt_Para_Comp_5080,LP5080,molar,319.44089607535045,measured
Landolt_Para_Comp_5596,LP5596,molar,37.52008062713618,measured
Landolt_Para_Comp_5889,LP5889,molar,111.83104356535608,measured
Landolt_Para_Comp_4169,LP4169,molar,20.85562825889094,measured
Landolt_Dia_Comp_5968,LD5968,molar,-43.32338564281994,measured
Landolt_Dia_Comp_5047,LD5047,molar,-56.47412285667996,measured
Landolt_Dia_Comp_3043,LD3043,molar,-12.091787852640842,measured
Landolt_Para_Comp_3393,LP3393,molar,241.5545216042686,measured
Landolt_Para_Comp_532,LP532,molar,26.300166889054772,measured
Landolt_Para_Comp_5050,LP5050,molar,149.82992193514997,measured
Landolt_Para_Comp_5605,LP5605,molar,69.41259588174688,measured
Landolt_Para_Comp_24,LP24,molar,108.07511485231969,measured
Landolt_Para_Comp_1031,LP1031,molar,335.5749988608828,measured
Landolt_Dia_Comp_772,LD772,molar,-37.932976558233236,measured
Landolt_Para_Comp_537,LP537,molar,267.60260490035,measured
Landolt_Dia_Comp_5542,LD5542,molar,-60.97024821206084,measured
Landolt_Dia_Comp_212,LD212,molar,-48.385967462977014,measured
Landolt_Para_Comp_1527,LP1527,molar,165.64522035366045,measured
Landolt_Dia_Comp_4318,LD4318,molar,-78.64492211496848,measured
Landolt_Para_Comp_4089,LP4089,molar,182.92553960318162,measured
Landolt_Para_Comp_4022,LP4022,molar,68.79526506554643,measured
Landolt_Para_Comp_5457,LP5457,molar,721.8283186628362,measured
Landolt_Para_Comp_164,LP164,molar,853.175243044651,measured
Landolt_Para_Comp_4151,LP4151,molar,197.9525300177436,measured
Landolt_Para_Comp_5992,LP5992,molar,272.73159294137366,measured
Landolt_Dia_Comp_4577,LD4577,molar,-68.72223533435132,measured
Landolt_Para_Comp_1524,LP1524,molar,37.937267496616265,measured
Landolt_Dia_Comp_3958,LD3958,molar,-79.8310021822729,measured
Landolt_Dia_Comp_4885,LD4885,molar,-29.20094601811849,measured
Landolt_Para_Comp_94,LP94,molar,53.431163048574845,measured
Landolt_Dia_Comp_3966,LD3966,molar,-65.92840784069371,measured
Landolt_Para_Comp_2275,LP2275,molar,514.5641815723438,measured
Landolt_Para_Comp_4222,LP4222,molar,245.4112749785359,measured
Landolt_Para_Comp_2855,LP2855,molar,26.006880193092726,measured
Landolt_Dia_Comp_3188,LD3188,molar,-50.79098141736244,measured
Landolt_Para_Comp_1583,LP1583,molar,41.503849738760465,measured
Landolt_Para_Comp_5944,LP5944,molar,49.653101620386266,measured
Landolt_Dia_Comp_1682,LD1682,molar,-90.31985346079766,measured
Landolt_Dia_Comp_637,LD637,molar,-27.198767318098312,measured
Landolt_Dia_Comp_1317,LD1317,molar,-40.60100398343808,measured
Landolt_Para_Comp_4552,LP4552,molar,175.32916919030632,measured
Landolt_Dia_Comp_4932,LD4932,molar,-32.973756346859396,measured
Landolt_Para_Comp_4807,LP4807,molar,62.83496264260608,measured
Landolt_Para_Comp_2737,LP2737,molar,153.118348404498,measured
Landolt_Para_Comp_2936,LP2936,molar,30.200371489993202,measured
Landolt_Para_Comp_1014,LP1014,molar,285.8868665251012,measured
Landolt_Para_Comp_3598,LP3598,molar,79.5489564552783,measured
Landolt_Para_Comp_840,LP840,molar,27.148001918321587,measured
Landolt_Dia_Comp_3719,LD3719,molar,-13.151009465086489,measured
Landolt_Para_Comp_443,LP443,molar,363.6851058984633,measured
Landolt_Dia_Comp_4247,LD4247,molar,-54.3491163335792,measured
Landolt_Para_Comp_517,LP517,molar,265.6031951492572,measured
Landolt_Para_Comp_1490,LP1490,molar,37.90932871970706,measured
Landolt_Dia_Comp_4135,LD4135,molar,-50.900199754190794,measured
Landolt_Dia_Comp_589,LD589,molar,-54.69081035666625,measured
Landolt_Dia_Comp_3561,LD3561,molar,-43.09497256629616,measured
Landolt_Dia_Comp_774,LD774,molar,-60.84091868142755,measured
Landolt_Para_Comp_3641,LP3641,molar,76.45906911720233,measured
Landolt_Dia_Comp_4613,LD4613,molar,-73.48667380046783,measured
