KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
6930015,5375,4.64,0.9316,      ,      ,      ,       ,0,285.01843,42.42173,,
6930016,6094,4.75,1.1363,      ,      ,      ,       ,0,285.0192,42.41491,,
6931843,5840,4.53,1.0593,      ,      ,      ,       ,0,285.84921,42.48996,,
6931980,5422,4.8,0.944,28.612,0.761,0.282,0.192,0,285.91626,42.41857,,
6932163,5832,4.44,1.0569,      ,      ,      ,       ,0,286.00006,42.47442,,
6932167,5441,4.49,0.949,      ,      ,      ,       ,0,286.00128,42.43882,,
6932227,6219,4.4,1.1769,      ,      ,      ,       ,0,286.03287,42.42137,,
6932301,5727,4.57,1.0269,      ,      ,      ,       ,0,286.0654,42.47831,,
6932349,5732,4.4,1.0283,      ,      ,      ,       ,0,286.08856,42.45946,,
6932430,5014,4.36,0.8379,      ,      ,      ,       ,0,286.12582,42.43286,,
6932535,5894,4.5,1.0751,35.524,3.8,0.088,0.0197,0,286.17551,42.47544,,
6932566,5777,4.21,1.0411,      ,      ,      ,       ,0,286.18735,42.46382,,
6932584,5046,4.76,0.8462,47.66,3.64,0.257,0.064,0,286.1973,42.4275,,
6932621,4626,4.38,0.7353,39.508,8.041,0.319,0.189,0,286.21469,42.4219,,
6932649,5397,4.41,0.9374,      ,      ,      ,       ,0,286.22739,42.41548,,
6932670,5837,4.45,1.0584,      ,      ,      ,       ,0,286.23264,42.45272,,
6932677,6218,4.34,1.1766,      ,      ,      ,       ,0,286.23602,42.4242,,
6932857,5761,4.36,1.0366,45.679,9.955,0.397,0.1611,0,286.31024,42.40147,,
6932871,5777,4.67,1.0411,      ,      ,      ,       ,0,286.3179,42.43831,,
6932879,4914,4.5,0.8119,      ,      ,      ,       ,0,286.31894,42.47216,,
6932912,5225,4.86,0.8925,      ,      ,      ,       ,0,286.32834,42.42841,,
6933012,5606,5.02,0.9934,      ,      ,      ,       ,0,286.36365,42.44681,,
6933015,5738,4.47,1.03,      ,      ,      ,       ,0,286.36551,42.48701,,
6933060,5719,4.48,1.0247,      ,      ,      ,       ,0,286.38483,42.49531,,
6933097,5836,4.56,1.0581,      ,      ,      ,       ,0,286.40057,42.40951,,
6933104,5944,4.53,1.09,      ,      ,      ,       ,0,286.40204,42.46571,,
6933107,5987,4.42,1.103,      ,      ,      ,       ,0,286.40308,42.40666,,
6933121,5100,4.54,0.8601,      ,      ,      ,       ,0,286.41284,42.43028,,
6933124,5781,4.71,1.0423,      ,      ,      ,       ,0,286.41333,42.43583,,
6933132,5332,4.43,0.9203,      ,      ,      ,       ,0,286.418,42.47461,,
6933177,5209,4.35,0.8883,      ,      ,      ,       ,0,286.43265,42.44498,,
6933228,5798,4.5,1.0471,23.815,3.521,0.097,0.0872,0,286.45395,42.48535,,
6933237,5949,4.42,1.0915,18.278,1.716,0.149,0.0961,0,286.45926,42.49616,,
6933257,5247,4.79,0.8982,34.298,6.832,0.28,0.1544,0,286.46909,42.44259,,
6933291,6097,4.54,1.1372,      ,      ,      ,       ,0,286.48538,42.4448,,
6933309,4956,4.23,0.8228,      ,      ,      ,       ,0,286.4946,42.45377,,
6933354,5689,4.38,1.0163,      ,      ,      ,       ,0,286.51413,42.45375,,
6933365,5135,4.34,0.8692,      ,      ,      ,       ,0,286.51886,42.42457,,
6933388,5813,4.36,1.0514,      ,      ,      ,       ,0,286.52881,42.45155,,
6933452,5819,4.37,1.0532,23.254,0.769,0.223,0.1281,0,286.55707,42.46594,,
6933473,5112,4.75,0.8632,      ,      ,      ,       ,0,286.56744,42.41156,,
6933490,5693,4.64,1.0174,      ,      ,      ,       ,0,286.57446,42.40735,,
6933491,5477,4.6,0.9586,      ,      ,      ,       ,0,286.57455,42.43038,,
6933530,5722,4.54,1.0255,44.655,2.118,0.193,0.0126,0,286.58694,42.49878,,
6933587,5473,4.44,0.9575,      ,      ,      ,       ,0,286.61755,42.49587,,
6933735,5011,4.08,0.8371,      ,      ,      ,       ,0,286.67514,42.42116,,
6933760,5526,4.41,0.9717,      ,      ,      ,       ,0,286.68674,42.41618,,
6933762,5096,4.57,0.8591,24.49,0.742,0.363,0.2196,0,286.68753,42.42938,,
6933848,5952,4.4,1.0924,      ,      ,      ,       ,0,286.72125,42.48852,,
6933899,5616,4.25,0.9961,31.434,0.745,0.195,0.0739,0,286.7431,42.43562,,
6933941,5765,4.42,1.0377,      ,      ,      ,       ,0,286.7547,42.44449,,
6934024,5497,4.67,0.9639,      ,      ,      ,       ,0,286.78644,42.43028,,
6934045,6286,4.31,1.1995,10.254,0.177,0.197,0.1378,0,286.79755,42.42091,,
6934092,5713,4.62,1.023,      ,      ,      ,       ,0,286.81659,42.40604,,
6934212,5256,4.54,0.9005,36.761,0.597,0.377,0.1985,0,286.86105,42.4136,,
6934364,5864,4.53,1.0663,22.813,0.614,0.155,0.0773,0,286.91312,42.40786,,
6934460,5781,4.5,1.0423,23.611,2.254,0.188,0.1058,0,286.95108,42.44104,,
6934518,5124,4.63,0.8663,      ,      ,      ,       ,0,286.97394,42.44563,,
6934527,5323,4.56,0.918,      ,      ,      ,       ,0,286.97672,42.46416,,
6934627,5165,4.39,0.8769,57.735,12.173,0.142,0.0067,0,287.01385,42.46715,,
6934634,5503,4.57,0.9655,      ,      ,      ,       ,0,287.01672,42.4457,,
6934642,5864,4.44,1.0663,      ,      ,      ,       ,0,287.01962,42.41447,,
6934650,5363,4.49,0.9284,      ,      ,      ,       ,0,287.02417,42.43442,,
6934655,6282,4.3,1.1982,10.583,0.202,0.115,0.0914,0,287.02512,42.44556,,
6934766,4650,4.73,0.7418,41.572,7.76,0.411,0.226,0,287.0676,42.49164,,
6934797,5556,4.48,0.9798,      ,      ,      ,       ,0,287.08224,42.48674,,
6934818,6056,4.33,1.1243,25.295,0.149,0.286,0.1252,0,287.09158,42.44318,,
6934840,6442,4.18,1.2548,22.242,2.385,0.139,0.0112,0,287.09857,42.45377,,
6934874,6004,4.42,1.1082,      ,      ,      ,       ,0,287.11325,42.40699,,
6934942,4955,4.61,0.8226,35.013,4.498,0.314,0.2053,0,287.13715,42.4549,,
6934999,5593,4.5,0.9898,      ,      ,      ,       ,0,287.16144,42.41044,,
6935020,5937,4.39,1.0879,0.766,0.189,0.402,0.2416,0,287.17029,42.4482,,
6935165,5140,4.48,0.8705,      ,      ,      ,       ,0,287.2341,42.45643,,
6935171,5523,4.35,0.9709,      ,      ,      ,       ,0,287.23886,42.40787,,
6935226,4950,3.86,0.8213,      ,      ,      ,       ,0,287.25769,42.40304,,
6935284,5732,4.7,1.0283,      ,      ,      ,       ,0,287.27786,42.49765,,
6935289,5728,4.73,1.0272,      ,      ,      ,       ,0,287.27896,42.42652,,
6935322,5729,4.53,1.0275,      ,      ,      ,       ,0,287.2926,42.42524,,
6935353,5218,4.67,0.8907,      ,      ,      ,       ,0,287.30353,42.43773,,
6935397,5134,4.45,0.8689,      ,      ,      ,       ,0,287.32056,42.46437,,
6935419,5820,4.42,1.0535,      ,      ,      ,       ,0,287.33038,42.46274,,
6935515,5612,4.59,0.995,      ,      ,      ,       ,0,287.36969,42.40016,,
6935517,5210,4.76,0.8886,      ,      ,      ,       ,0,287.37021,42.45785,,
6935584,5044,4.79,0.8457,      ,      ,      ,       ,0,287.39819,42.49075,,
6935589,5841,4.5,1.0595,      ,      ,      ,       ,0,287.4006,42.41346,,
6935614,5384,4.64,0.934,      ,      ,      ,       ,0,287.40921,42.48647,,
6935625,5834,4.4,1.0575,44.249,3.296,0.117,0.0097,0,287.41428,42.46142,,
6935679,5515,4.52,0.9687,      ,      ,      ,       ,0,287.43271,42.42512,,
6935739,5289,4.43,0.9091,      ,      ,      ,       ,0,287.45685,42.46134,,
6935765,5033,4.56,0.8428,      ,      ,      ,       ,0,287.46609,42.43877,,
6935797,4871,4.7,0.8007,      ,      ,      ,       ,0,287.47839,42.43255,,
6935807,5782,4.37,1.0425,      ,      ,      ,       ,0,287.48187,42.40722,,
6935878,6392,3.96,1.2366,2.994,0.373,0.159,0.1153,0,287.50519,42.41046,,
6935932,5670,4.46,1.011,      ,      ,      ,       ,0,287.52325,42.47069,,
6935963,5731,4.54,1.0281,1.236,0.126,0.182,0.0664,0,287.53745,42.47832,,
6935979,5642,4.65,1.0033,      ,      ,      ,       ,0,287.54358,42.40291,,
6935991,5848,4.78,1.0616,      ,      ,      ,       ,0,287.54703,42.4866,,
6936007,5755,4.79,1.0348,      ,      ,      ,       ,0,287.55237,42.44477,,
6936025,4988,4.26,0.8311,      ,      ,      ,       ,0,287.55701,42.46376,,
6936038,5284,4.79,0.9078,23.754,3.968,0.139,0.0638,0,287.5643,42.44913,,
6936045,6311,4.2,1.2081,5.939,0.181,0.216,0.1828,0,287.56693,42.44141,,
6936061,5514,4.55,0.9685,      ,      ,      ,       ,0,287.57404,42.40082,,
6936075,5568,4.62,0.983,0.53,0.005,0.111,0.0119,0,287.5798,42.47151,,
6936104,6303,4.23,1.2054,14.702,1.222,0.054,0.0523,0,287.5885,42.40836,,
6936106,5528,4.49,0.9722,0.531,0.006,0.318,0.1661,0,287.58957,42.46487,,
6936110,5541,4.55,0.9757,      ,      ,      ,       ,0,287.59015,42.41743,,
6936261,5923,4.31,1.0837,      ,      ,      ,       ,0,287.65405,42.4896,,
6936320,5080,4.72,0.855,44.849,1.766,0.263,0.0788,0,287.67813,42.46548,,
6936356,5478,4.71,0.9588,20.879,0.235,0.349,0.2419,0,287.69073,42.47684,,
6936399,5931,4.46,1.0861,      ,      ,      ,       ,0,287.71051,42.46105,,
6936417,5794,4.64,1.046,55.352,2.038,0.2,0.0034,0,287.71783,42.41751,,
6936423,5019,4.54,0.8392,      ,      ,      ,       ,0,287.72061,42.46084,,
6936446,5705,4.38,1.0208,      ,      ,      ,       ,0,287.72845,42.44405,,
6936471,5342,4.66,0.9229,      ,      ,      ,       ,0,287.73801,42.41814,,
6936772,5609,4.69,0.9942,      ,      ,      ,       ,0,287.86472,42.49003,,
6936804,6022,4.36,1.1138,17.971,1.647,0.1,0.0806,0,287.88049,42.489,,
6936860,5643,4.54,1.0035,      ,      ,      ,       ,0,287.89673,42.45585,,
6936879,5752,4.61,1.034,      ,      ,      ,       ,0,287.90405,42.44372,,
6936902,5779,4.48,1.0417,      ,      ,      ,       ,0,287.91284,42.46804,,
6936935,5873,4.47,1.0689,      ,      ,      ,       ,0,287.93036,42.45415,,
6936953,5985,4.37,1.1024,15.458,2.117,0.126,0.1178,0,287.93756,42.47886,,
6936966,5621,4.58,0.9975,46.17,3.245,0.151,0.0153,0,287.94504,42.41355,,
6937031,5747,4.54,1.0326,      ,      ,      ,       ,0,287.97635,42.40835,,
6937062,5134,4.67,0.8689,      ,      ,      ,       ,0,287.9902,42.46423,,
6937080,5819,4.44,1.0532,      ,      ,      ,       ,0,287.99515,42.49585,,
6937135,6023,4.44,1.1141,      ,      ,      ,       ,0,288.01556,42.44902,,
6937152,5728,4.41,1.0272,      ,      ,      ,       ,0,288.02579,42.49971,,
6937209,6015,4.63,1.1116,      ,      ,      ,       ,0,288.04514,42.43333,,
6937219,5473,4.63,0.9575,      ,      ,      ,       ,0,288.04977,42.40433,,
6937223,5843,4.6,1.0601,      ,      ,      ,       ,0,288.05035,42.43177,,
6937228,4754,4.4,0.7698,37.445,5.195,0.309,0.1953,0,288.05161,42.48099,,
6937230,5633,4.49,1.0008,      ,      ,      ,       ,0,288.05264,42.45201,,
6937256,4826,4.36,0.7888,      ,      ,      ,       ,0,288.06021,42.46233,,
6937296,5261,4.54,0.9018,      ,      ,      ,       ,0,288.0722,42.464,,
6937317,5682,4.51,1.0143,      ,      ,      ,       ,0,288.08115,42.43512,,
6937327,5104,4.5,0.8612,      ,      ,      ,       ,0,288.0849,42.41705,,
6937369,5930,3.95,1.0858,      ,      ,      ,       ,0,288.10471,42.46462,,
6937416,5701,4.59,1.0196,      ,      ,      ,       ,0,288.12097,42.49931,,
6937438,4981,4.34,0.8293,      ,      ,      ,       ,0,288.12891,42.45408,,
6937443,4980,4.09,0.8291,      ,      ,      ,       ,0,288.13074,42.47051,,
6937450,5154,4.37,0.8741,      ,      ,      ,       ,0,288.13422,42.44051,,
6937452,5866,4.68,1.0668,      ,      ,      ,       ,0,288.13632,42.41591,,
6937458,5703,4.83,1.0202,      ,      ,      ,       ,0,288.14029,42.44065,,
6937486,5650,4.54,1.0055,      ,      ,      ,       ,0,288.14975,42.42984,,
6937509,5225,4.55,0.8925,32.917,0.939,0.356,0.2191,0,288.15714,42.45598,,
6937516,5961,4.6,1.0951,      ,      ,      ,       ,0,288.16068,42.45709,,
6937533,5561,4.56,0.9811,      ,      ,      ,       ,0,288.16528,42.47907,,
6937537,5977,4.5,1.1,      ,      ,      ,       ,0,288.16696,42.40232,,
6937559,5601,5,0.992,      ,      ,      ,       ,0,288.17834,42.42554,,
6937564,5470,4.35,0.9567,62.272,10.627,0.187,0.0038,0,288.18161,42.44013,,
6937583,6006,4.59,1.1088,27.851,2.672,0.297,0.1269,0,288.19034,42.45482,,
6937584,5048,4.67,0.8467,      ,      ,      ,       ,0,288.19122,42.43514,,
6937689,5987,4.41,1.103,      ,      ,      ,       ,0,288.22968,42.4637,,
6937732,6027,4.58,1.1153,      ,      ,      ,       ,0,288.24661,42.44459,,
6937745,5410,4.49,0.9408,      ,      ,      ,       ,0,288.25189,42.48186,,
6937795,5815,4.43,1.052,      ,      ,      ,       ,0,288.26572,42.49541,,
6937833,5381,4.48,0.9332,      ,      ,      ,       ,0,288.28091,42.43943,,
6937845,5424,4.98,0.9445,66.256,7.989,0.161,0.0028,0,288.28735,42.41194,,
6937852,5209,4.69,0.8883,      ,      ,      ,       ,0,288.29044,42.49758,,
6937886,5467,4.47,0.9559,      ,      ,      ,       ,0,288.30264,42.45921,,
6938033,5437,4.67,0.948,      ,      ,      ,       ,0,288.36572,42.46028,,
6938082,5829,4.42,1.0561,      ,      ,      ,       ,0,288.38101,42.47866,,
6938111,6081,4.44,1.1322,      ,      ,      ,       ,0,288.38998,42.40447,,
6938185,5605,4.61,0.9931,      ,      ,      ,       ,0,288.41623,42.49201,,
6938245,5653,4.36,1.0063,36.341,1.263,0.226,0.0661,0,288.43613,42.46854,,
6938261,5114,4.89,0.8638,      ,      ,      ,       ,0,288.4422,42.44692,,
6938299,5810,4.79,1.0506,      ,      ,      ,       ,0,288.45798,42.43068,,
6938311,5838,4.62,1.0587,      ,      ,      ,       ,0,288.46124,42.43271,,
6938333,5665,4.99,1.0096,36.191,3.43,0.062,0.0386,0,288.47101,42.45981,,
6938376,6020,4.57,1.1131,      ,      ,      ,       ,0,288.48715,42.48406,,
6938393,5726,4.38,1.0267,      ,      ,      ,       ,0,288.49487,42.4892,,
6938397,5676,4.5,1.0127,      ,      ,      ,       ,0,288.49615,42.46242,,
6938520,5881,4.45,1.0713,17.127,0.274,0.305,0.2412,0,288.54391,42.47567,,
6938521,5970,4.28,1.0978,      ,      ,      ,       ,0,288.5441,42.43303,,
6938530,6010,4.79,1.1101,      ,      ,      ,       ,0,288.54749,42.48724,,
6938538,5865,4.55,1.0666,20.873,3.229,0.232,0.1489,0,288.54956,42.41344,,
6938566,6024,4.49,1.1144,      ,      ,      ,       ,0,288.56314,42.45106,,
6938584,5742,4.43,1.0312,20.893,2.078,0.277,0.2108,0,288.57031,42.43519,,
6938591,5785,4.55,1.0434,      ,      ,      ,       ,0,288.57361,42.45517,,
6938673,5016,4.43,0.8384,      ,      ,      ,       ,0,288.59552,42.43982,,
6938679,6026,4.49,1.115,      ,      ,      ,       ,0,288.5972,42.47511,,
6938726,5435,4.94,0.9474,      ,      ,      ,       ,0,288.61279,42.44013,,
6938745,5051,4.17,0.8475,      ,      ,      ,       ,0,288.62009,42.43504,,
6938831,5175,4.29,0.8795,      ,      ,      ,       ,0,288.65012,42.47728,,
6938873,4859,4.5,0.7975,      ,      ,      ,       ,0,288.67236,42.42619,,
6938958,5941,4.47,1.0891,      ,      ,      ,       ,0,288.70441,42.41416,,
6939027,5671,4.59,1.0113,      ,      ,      ,       ,0,288.73148,42.43131,,
6939031,5985,4.46,1.1024,      ,      ,      ,       ,0,288.73257,42.46646,,
6939062,5339,4.89,0.9222,      ,      ,      ,       ,0,288.74368,42.41507,,
6939080,5532,4.84,0.9733,      ,      ,      ,       ,0,288.74838,42.41583,,
6939212,5847,4.36,1.0613,      ,      ,      ,       ,0,288.80081,42.49021,,
6939229,5968,4.24,1.0972,      ,      ,      ,       ,0,288.80661,42.44654,,
6939265,6237,4.32,1.1829,8.09,0.179,0.145,0.13,0,288.81735,42.40135,,
6939281,4867,4.52,0.7996,      ,      ,      ,       ,0,288.82401,42.49691,,
6939286,5445,4.58,0.9501,69.039,0.831,0.304,0.0512,0,288.82648,42.41626,,
6939363,4782,4.36,0.7772,44.259,0.445,0.267,0.1042,0,288.85461,42.42083,,
6939586,6243,4.47,1.1849,7.448,0.998,0.231,0.1982,0,288.93137,42.45404,,
6939608,5618,4.55,0.9967,      ,      ,      ,       ,0,288.93744,42.41538,,
6939612,5965,4.49,1.0963,0.753,0.01,0.401,0.2432,0,288.93985,42.41322,,
6939721,5797,4.36,1.0468,      ,      ,      ,       ,0,288.98227,42.46397,,
6939818,5155,4.98,0.8744,      ,      ,      ,       ,0,289.01611,42.47594,,
6939849,5972,4.38,1.0984,      ,      ,      ,       ,0,289.02557,42.47557,,
6939977,5196,4.55,0.885,58.962,3.88,0.231,0.0081,0,289.06625,42.41672,,
6940022,6024,4.47,1.1144,29.476,2.477,0.09,0.0226,0,289.08142,42.42087,,
6940025,5004,4.53,0.8353,      ,      ,      ,       ,0,289.08307,42.49246,,
6940078,5833,4.55,1.0572,      ,      ,      ,       ,0,289.10254,42.40517,,
6940117,5785,4.12,1.0434,25.842,1.198,0.362,0.2114,0,289.11295,42.49846,,
6940151,5365,4.47,0.929,      ,      ,      ,       ,0,289.12564,42.48812,,
6940153,5215,4.42,0.8899,      ,      ,      ,       ,0,289.12689,42.45412,,
6940166,4916,4.12,0.8124,0.235,0.043,0.079,0.0025,0,289.13205,42.42309,,
6940209,5701,4.56,1.0196,      ,      ,      ,       ,0,289.14725,42.43396,,
6940245,5909,4.73,1.0795,      ,      ,      ,       ,0,289.1586,42.49524,,
6940271,4957,4.63,0.8231,      ,      ,      ,       ,0,289.16556,42.48594,,
6940288,5943,4.42,1.0897,      ,      ,      ,       ,0,289.16925,42.49703,,
6940357,6061,4.41,1.1259,14.273,1.444,0.115,0.1059,0,289.189,42.40745,,
6940444,5484,4.57,0.9604,16.95,0.119,0.14,0.0502,0,289.21741,42.42757,,
6940529,5268,4.53,0.9036,      ,      ,      ,       ,0,289.24957,42.44615,,
6940543,5659,4.32,1.008,42.921,6.278,0.208,0.025,0,289.25488,42.42468,,
6940575,6184,4.24,1.1653,24.98,2.029,0.038,0.0211,0,289.26431,42.42779,,
6940605,5350,4.61,0.925,8.061,1.57,0.1,0.0143,0,289.27417,42.44742,,
6940640,5106,4.5,0.8617,      ,      ,      ,       ,0,289.2886,42.40453,,
6940643,4997,4.45,0.8335,      ,      ,      ,       ,0,289.28964,42.45369,,
6940757,6187,4.22,1.1663,      ,      ,      ,       ,0,289.33133,42.48115,,
6940847,5986,4.58,1.1027,8.415,0.116,0.076,0.0656,0,289.3638,42.48244,,
6940867,5913,4.31,1.0807,      ,      ,      ,       ,0,289.37021,42.46799,,
6940971,5315,4.75,0.9159,      ,      ,      ,       ,0,289.40442,42.45643,,
6941075,5383,4.5,0.9337,14.425,0.525,0.136,0.0311,0,289.43799,42.48452,,
6941078,5967,4.2,1.0969,15.376,3.179,0.13,0.1253,0,289.43857,42.47727,,
6944852,5924,4.5,1.084,      ,      ,      ,       ,0,290.57593,42.43665,,
6944896,5932,4.49,1.0864,      ,      ,      ,       ,0,290.59094,42.40226,,
6944900,5606,4.5,0.9934,      ,      ,      ,       ,0,290.59177,42.40479,,
6944932,5052,4.75,0.8477,32.745,2.851,0.228,0.1695,0,290.60226,42.41497,,
6944978,6148,4.5,1.1536,4.573,0.081,0.262,0.1785,0,290.61478,42.41652,,
6945104,5436,4.49,0.9477,      ,      ,      ,       ,0,290.65305,42.45151,,
6945105,5364,4.58,0.9287,      ,      ,      ,       ,0,290.65353,42.45415,,
6945319,5544,4.62,0.9766,      ,      ,      ,       ,0,290.72354,42.49031,,
6945328,5774,4.46,1.0403,      ,      ,      ,       ,0,290.72781,42.40443,,
6945350,5834,4.49,1.0575,      ,      ,      ,       ,0,290.73688,42.46636,,
6945466,5996,4.52,1.1058,      ,      ,      ,       ,0,290.77524,42.45969,,
6945561,6082,4.41,1.1325,      ,      ,      ,       ,0,290.80676,42.49384,,
6945577,5396,4.55,0.9371,53.449,0.344,0.19,0.0102,0,290.81042,42.4709,,
6945590,6067,4.36,1.1278,7.134,0.458,0.17,0.1045,0,290.81418,42.49039,,
6945726,5682,4.82,1.0143,      ,      ,      ,       ,0,290.86411,42.43076,,
6945737,4824,4.41,0.7883,40.408,6.242,0.404,0.2206,0,290.86963,42.44868,,
6945789,5965,4.57,1.0963,      ,      ,      ,       ,0,290.89023,42.49229,,
6945803,4709,4.05,0.7577,38.96,1.209,0.365,0.2167,0,290.89355,42.48371,,
6945816,5069,4.71,0.8521,37.427,0.496,0.249,0.1208,0,290.8978,42.40253,,
6945892,5367,5.02,0.9295,      ,      ,      ,       ,0,290.9213,42.43541,,
6945946,5770,4.55,1.0391,      ,      ,      ,       ,0,290.93762,42.41139,,
6945977,5330,4.39,0.9198,      ,      ,      ,       ,0,290.94489,42.44585,,
6946006,6249,4.46,1.187,      ,      ,      ,       ,0,290.95538,42.40513,,
6946052,5086,4.87,0.8565,      ,      ,      ,       ,0,290.96979,42.41946,,
6946058,5449,4.69,0.9511,      ,      ,      ,       ,0,290.97238,42.41833,,
6946118,5817,4.39,1.0526,      ,      ,      ,       ,0,290.99265,42.46628,,
6946136,4841,4.55,0.7928,33.011,5.268,0.315,0.2268,0,290.99994,42.48525,,
6946139,5986,4.59,1.1027,      ,      ,      ,       ,0,291.00113,42.45258,,
6946153,6425,4.31,1.2486,5.624,0.375,0.169,0.151,0,291.00592,42.44024,,
6946300,5621,4.36,0.9975,      ,      ,      ,       ,0,291.05399,42.41229,,
6946454,6023,4.28,1.1141,15.312,0.353,0.264,0.1912,0,291.11322,42.4097,,
6946486,6111,4.52,1.1417,15.724,1.894,0.342,0.2188,0,291.12683,42.40411,,
6946494,5977,4.55,1.1,0.365,0.004,0.092,0.0271,0,291.1293,42.44965,,
6946502,6036,4.6,1.1181,      ,      ,      ,       ,0,291.13348,42.44346,,
6946580,6071,4.28,1.129,62.29,8.571,0.222,0.0004,0,291.15891,42.44089,,
6946590,4856,4.38,0.7967,43.595,7.872,0.301,0.1298,0,291.16183,42.41705,,
6946678,5973,4.67,1.0988,      ,      ,      ,       ,0,291.19217,42.45529,,
6946708,5468,4.82,0.9562,      ,      ,      ,       ,0,291.20096,42.44999,,
6946732,5858,4.37,1.0645,      ,      ,      ,       ,0,291.20831,42.44548,,
6946764,5556,4.35,0.9798,      ,      ,      ,       ,0,291.22079,42.44596,,
6946932,5416,4.57,0.9424,35.084,1.257,0.338,0.174,0,291.27414,42.41673,,
6946943,5966,4.65,1.0966,      ,      ,      ,       ,0,291.27814,42.4758,,
6947062,5302,4.59,0.9125,0.358,0.008,0.365,0.1933,0,291.32291,42.42207,,
6947081,5208,4.34,0.8881,      ,      ,      ,       ,0,291.32928,42.46835,,
6947151,5134,3.89,0.8689,      ,      ,      ,       ,0,291.35281,42.41028,,
6947225,5304,4.6,0.913,      ,      ,      ,       ,0,291.3775,42.41742,,
6947284,5602,4.72,0.9923,      ,      ,      ,       ,0,291.39624,42.43707,,
6947300,6400,4.61,1.2395,      ,      ,      ,       ,0,291.4014,42.47565,,
6947327,4678,4.58,0.7494,38.936,1.078,0.388,0.2322,0,291.41354,42.45682,,
